Section,Title,Text
94,Concealment of birth by secret disposal of dead bodyConcealment of birth by secret disposal of dead body  (Bharatiya Nyaya Sanhita),"with imprisonment of either description for a term which may extend to two years, or with fine, or with both."
96,Unknown,"BNS Section 96 - Procuration of childProcuration of child Whoever, by any means whatsoever, induces any child below the age of eighteen years to go from any place or to do any act with intent that such child below the age of eighteen years may be, or knowing that it is likely that such child will be, forced or seduced to illicit intercourse with another person shall be punishable with imprisonment which may extend to ten years, and shall also"
97,Kidnapping or abducting child under ten years with intent to steal from its person ,"BNS section 97 corresponds to Section 97 of the Bharatiya Nyaya Sanhita (BNS), which deals with the right of private defense of the body and of property. Whoever kidnaps or abducts any child under the age of ten years with the intention of taking dishonestly any movable property from the person of such child, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine."
98,"Selling child for purposes of prostitution, etcSelling child for purposes of prostitution, etc Whoever sells, lets to hire, or otherwise disposes of child below eighteen years of age with intent that such child shall at any age be employed or used for the purpose of prostitution or illicit intercourse with any person or for any unlawful and immoral purpose, or knowing it to be likely that such person will at any age be employed or used for any such purpose, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. Explanation 1 When a female under the age of eighteen years is sold, let for hire, or otherwise disposed of to a prostitute or to any person who keeps or manages a brothel, the person so disposing of such female shall, until the contrary is proved, be presumed to have disposed of her with the intent that she shall be used for the purpose of prostitution. Explanation 2 For the purposes of this","section illicit intercourse means sexual intercourse between persons not united by marriage or by any union or tie which, though not amounting to a marriage, is recognised by the personal law or custom of the community to which they belong or, where they belong to different communities, of both such communities, as constituting between them a quasi-marital relation."
100,Culpable homicide ,"BNS Section 100 of the Bharatiya Nyaya Sanhita (BNS) defines Culpable Homicide. Whoever causes death by doing an act with the intention of causing death, or with the intention of causing such bodily injury as is likely to cause death, or with the knowledge that he is likely by such act to cause death, commits the offence of culpable homicide. Illustrations (a) A lays sticks and turf over a pit, with the intention of thereby causing death, or with the"
100,Culpable homicide ,"knowledge that death is likely to be thereby caused. Z, believing the ground to be firm, treads on it, falls in and is killed. A has committed the offence of culpable homicide. (b) A knows Z to be behind a bush. B does not know it. A, intending to cause, or knowing it to be likely to cause Zs death, induces B to fire at the bush. B fires and kills Z. Here B may be guilty of no offence;"
100,Culpable homicide ,"but A has committed the offence of culpable homicide. (c) A, by shooting at a fowl with intent to kill and steal it, kills B, who is behind a bush; A not knowing that he was there. Here, although A was doing an unlawful act, he was not guilty of culpable homicide, as he did not intend to kill B, or to cause death by doing an act that he knew was likely to cause death. Explanation 1 A person"
100,Culpable homicide ,"who causes bodily injury to another who is labouring under a disorder, disease or bodily infirmity, and thereby accelerates the death of that other, shall be deemed to have caused his death. Explanation 2 Where death is caused by bodily injury, the person who causes such bodily injury shall be deemed to have caused the death, although by resorting to proper remedies and skilful treatment the death might have been prevented. Explanation 3 The causing of the death of a"
100,Culpable homicide ,"child in the mothers womb is not homicide. But it may amount to culpable homicide to cause the death of a living child, if any part of that child has been brought forth, though the child may not have breathed or been completely born. Example: Vijay, with the knowledge that it is likely to cause death, disabled the brakes of Rakeshs car. While driving, Rakesh met with an accident as a result of this and died. Vijay has committed the"
101,Murder,"Section 101 of the Bharatiya Nyaya Sanhita (BNS), 2023, defines murder as culpable homicide, with specific exceptions. Except in the cases hereinafter excepted, culpable homicide is murder, (a) if the act by which the death is caused is done with the intention of causing death; or (b) if the act by which the death is caused is done with the intention of causing such bodily injury as the offender knows to be likely to cause the death of the person"
101,Murder,"to whom the harm is caused; or (c) if the act by which the death is caused is done with the intention of causing bodily injury to any person and the bodily injury intended to be inflicted is sufficient in the ordinary course of nature to cause death; or (d) if the person committing the act by which the death is caused, knows that it is so imminently dangerous that it must, in all probability, cause death, or such bodily"
101,Murder,"injury as is likely to cause death, and commits such act without any excuse for incurring the risk of causing death or such injury as aforesaid. Illustrations (a) A shoots Z with the intention of killing him. Z dies in consequence. A commits murder. (b) A, knowing that Z is labouring under such a disease that a blow is likely to cause his death, strikes him with the intention of causing bodily injury. Z dies in consequence of the blow."
101,Murder,"A is guilty of murder, although the blow might not have been sufficient in the ordinary course of nature to cause the death of a person in a sound state of health. But if A, not knowing that Z is labouring under any disease, gives him such a blow as would not in the ordinary course of nature kill a person in a sound state of health, here A, although he may intend to cause bodily injury, is not guilty"
101,Murder,"of murder, if he did not intend to cause death, or such bodily injury as in the ordinary course of nature would cause death. (c) A intentionally gives Z a sword-cut or club-wound sufficient to cause the death of a man in the ordinary course of nature. Z dies in consequence. Here A is guilty of murder, although he may not have intended to cause Zs death. (d) A without any excuse fires a loaded cannon into a crowd of"
101,Murder,"persons and kills one of them. A is guilty of murder, although he may not have had a premeditated design to kill any particular individual. Exception 1 Culpable homicide is not murder if the offender, whilst deprived of the power of self-control by grave and sudden provocation, causes the death of the person who gave the provocation or causes the death of any other person by mistake or accident: Provided that the provocation is not, (a) sought or voluntarily provoked"
101,Murder,"by the offender as an excuse for killing or doing harm to any person; (b) given by anything done in obedience to the law, or by a public servant in the lawful exercise of the powers of such public servant; (c) given by anything done in the lawful exercise of the right of private defence. Explanation Whether the provocation was grave and sudden enough to prevent the offence from amounting to murder is a question of fact. (a) A, under"
101,Murder,"the influence of passion excited by a provocation given by Z, intentionally kills Y, Zs child. This is murder, in as much as the provocation was not given by the child, and the death of the child was not caused by accident or misfortune in doing an act caused by the provocation. (b) Y gives grave and sudden provocation to A. A, on this provocation, fires a pistol at Y, neither intending nor knowing himself to be likely to kill"
101,Murder,"Z, who is near him, but out of sight. A kills Z. Here A has not committed murder, but merely culpable homicide. (c) A is lawfully arrested by Z, a bailiff. A is excited to sudden and violent passion by the arrest, and kills Z. This is murder, in as much as the provocation was given by a thing done by a public servant in the exercise of his powers. (d) A appears as a witness before Z, a Magistrate."
101,Murder,"Z says that he does not believe a word of As deposition, and that A has perjured himself. A is moved to sudden passion by these words, and kills Z. This is murder. (e) A attempts to pull Zs nose. Z, in the exercise of the right of private defence, lays hold of A to prevent him from doing so. A is moved to sudden and violent passion in consequence, and kills Z. This is murder, in as much as"
101,Murder,"the provocation was giving by a thing done in the exercise of the right of private defence. (f) Z strikes B. B is by this provocation excited to violent rage. A, a bystander, intending to take advantage of Bs rage, and to cause him to kill Z, puts a knife into Bs hand for that purpose. B kills Z with the knife. Here B may have committed only culpable homicide, but A is guilty of murder. Exception 2 Culpable homicide"
101,Murder,"is not murder if the offender in the exercise in good faith of the right of private defence of person or property, exceeds the power given to him by law and causes the death of the person against whom he is exercising such right of defence without premeditation, and without any intention of doing more harm than is necessary for the purpose of such defence. Illustrations Z attempts to horsewhip A, not in such a manner as to cause grievous"
101,Murder,"hurt to A. A draws out a pistol. Z persists in the assault. A believing in good faith that he can by no other means prevent himself from being horsewhipped, shoots Z dead. A has not committed murder, but only culpable homicide. Exception 3 Culpable homicide is not murder if the offender, being a public servant or aiding a public servant acting for the advancement of public justice, exceeds the powers given to him by law, and causes death by"
101,Murder,"doing an act which he, in good faith, believes to be lawful and necessary for the due discharge of his duty as such public servant and without ill-will towards the person whose death is caused. Exception 4 Culpable homicide is not murder if it is committed without premeditation in a sudden fight in the heat of passion upon a sudden quarrel and without the offenders having taken undue advantage or acted in a cruel or unusual manner. Explanation It is"
101,Murder,"immaterial in such cases which party offers the provocation or commits the first assault. Exception 5 Culpable homicide is not murder when the person whose death is caused, being above the age of eighteen years, suffers death or takes the risk of death with his own consent. Illustrations A, by instigation, voluntarily causes Z, a person under eighteen years of age to commit suicide. Here, on account of Zs youth, he was incapable of giving consent to his own death;"
101,Murder,A has therefore abetted murder. Example: Vijay shoots Rakesh with a gun in his head with the intention to cause his death. Vijay is guilty of murder.
102,Culpable homicide by causing death of person other than person whose death was intended,"Section 102 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with culpable homicide where the death of a person other than the intended victim is caused. If a person, by doing anything which he intends or knows to be likely to cause death, commits culpable homicide by causing the death of any person, whose death he neither intends nor knows himself to be likely to cause, the culpable homicide committed by the offender is of the description of which it"
102,Culpable homicide by causing death of person other than person whose death was intended,"would have been if he had caused the death of the person whose death he intended or knew himself to be likely to cause. Example: Vijay, with the knowledge that it is likely to cause death, disabled the brakes of Rakeshs car. While driving, Rakesh's wife met with an accident as a result of this and died. Vijay has committed the offence of culpable homicide under Section 102 BNS."
103,Punishment for murder,"Section 103 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with the punishment for murder. (1) Whoever commits murder shall be punished with death or imprisonment for life, and shall also be liable to fine. (2) When a group of five or more persons acting in concert commits murder on the ground of race, caste or community, sex, place of birth, language, personal belief or any other ground each member of such group shall be punished with death or with"
103,Punishment for murder,"imprisonment for life or imprisonment for a term which shall not be less than seven years, and shall also be liable to fine."
104,Punishment for murder by life-convict,"Section 104 of the Bharatiya Nyaya Sanhita (BNS) addresses the punishment for murder committed by a person already serving a life sentence. Whoever, being under sentence of imprisonment for life, commits murder, shall be punished with death or with imprisonment for life, which shall mean the remainder of that persons natural life. Example : Vijay, who was already sentenced to life imprisonment for an offence, murders Rakesh while out on bail. Vijay will now be punished with death or life"
104,Punishment for murder by life-convict,imprisonment (for the remainder of his life).
105,Punishment for culpable homicide not amounting to murder,"Section 105 of the Bharatiya Nyaya Sanhita (BNS), 2023, addresses culpable homicide not amounting to murder. Whoever commits culpable homicide not amounting to murder, shall be punished with imprisonment for life, or imprisonment of either description for a term which shall not be less than five years but which may extend to ten years, and shall also be liable to fine, if the act by which the death is caused is done with the intention of causing death, or of"
105,Punishment for culpable homicide not amounting to murder,"causing such bodily injury as is likely to cause death; or with imprisonment of either description for a term which may extend to ten years and with fine, if the act is done with the knowledge that it is likely to cause death, but without any intention to cause death, or to cause such bodily injury as is likely to cause death."
106,Causing death by negligence ,"BNS Section 106 of the Bharatiya Nyaya Sanhita (BNS) deals with causing death by negligence. (1) Whoever causes the death of any person by doing any rash or negligent act not amounting to culpable homicide, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine. (2) Whoever causes death of any person by doing any rash or negligent act not amounting to culpable homicide and escapes"
106,Causing death by negligence ,"from the scene of incident or fails to report the incident to a Police officer or Magistrate soon after the incident, shall be punished with imprisonment of either description of a term which may extend to ten years, and shall also be liable to fine. Example: Vijay was cleaning his loaded gun, without realising it was loaded. While doing so, it fired by mistake killing Rakesh. Here, Rakesh died due to Vijay's rash and negligent act. For this, Vijay will"
106,Causing death by negligence ,be punished for imprisonment up to 5 years along with fine.
107,Unknown,"BNS Section 107 - Abetment of suicide of child or person with mental illnessAbetment of suicide of child or person with mental illness If any person under eighteen years of age, any person with mental illness, any delirious person or any person in a state of intoxication, commits suicide, whoever abets the commission of such suicide, shall be punished with death or imprisonment for life, or imprisonment for a term not exceeding ten years, and shall also be liable to"
108,Unknown,"BNS Section 108 - Abetment of suicideAbetment of suicide If any person commits suicide, whoever abets the commission of such suicide, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. Example: Vijay, a principal of a School, harassed and abused Rakesh, a student of the school, to the extent that he committed suicide. Vijay is guilty of abetment of suicide."
109,Attempt to murder,"Section 109 of the Bharatiya Nyaya Sanhita (BNS) deals with the attempt to murder. (1) Whoever does any act with such intention or knowledge, and under such circumstances that, if he by that act caused death, he would be guilty of murder, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine; and if hurt is caused to any person by such act, the offender shall"
109,Attempt to murder,"be liable either to imprisonment for life, or to such punishment as is hereinbefore mentioned. (2) When any person offending under sub-section (1) is under sentence of imprisonment for life, he may, if hurt is caused, be punished with death or with imprisonment for life, which shall mean the remainder of that persons natural life. (a) A shoots at Z with intention to kill him, under such circumstances that, if death ensued A would be guilty of murder. A is"
109,Attempt to murder,"liable to punishment under this section. (b) A, with the intention of causing the death of a child of tender years, exposes it in a desert place. A has committed the offence defined by this section, though the death of the child does not ensue. (c) A, intending to murder Z, buys a gun and loads it. A has not yet committed the offence. A fires the gun at Z. He has committed the offence defined in this section, and,"
109,Attempt to murder,"if by such firing he wounds Z, he is liable to the punishment provided by the latter part of the first paragraph of this section. (d) A, intending to murder Z by poison, purchases poison and mixes the same with food which remains in As keeping; A has not yet committed the offence defined in this section. A places the food on Zs table or delivers it to Zs servants to place it on Zs table. A has committed the"
109,Attempt to murder,"offence defined in this section. Example: Vijay shoots his gun at Rakesh with the intention to kill him, however, the bullet does not cause a fatal wound and Rakesh survives. Vijay is guilty of attempt to murder under this Section."
110,Attempt to commit culpable homicide,"Section 110 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with the offense of attempt to commit culpable homicide. Whoever does any act with such intention or knowledge and under such circumstances that, if he by that act caused death, he would be guilty of culpable homicide not amounting to murder, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both; and, if hurt is caused to"
110,Attempt to commit culpable homicide,"any person by such act, shall be punished with imprisonment of either description for a term which may extend to seven years, or with fine, or with both. Illustrations A, on grave and sudden provocation, fires a pistol at Z, under such circumstances that if he thereby caused death he would be guilty of culpable homicide not amounting to murder. A has committed the offence defined in this section."
111,Organised crime,"Section 111 of the Bharatiya Nyaya Sanhita (BNS) deals with the offense of Organized Crime. (1) Any continuing unlawful activity including kidnapping, robbery, vehicle theft, extortion, land grabbing, contract killing, economic offences, cyber-crimes having severe consequences, trafficking in people, drugs, illicit goods or services and weapons, human trafficking racket for prostitution or ransom by the effort of groups of individuals acting in concert, singly or jointly, either as a member of an organised crime syndicate or on behalf of such"
111,Organised crime,"syndicate, by use of violence, threat of violence, intimidation, coercion, corruption or related activities or other unlawful means to obtain direct or indirect, material benefit including a financial benefit, shall constitute organised crime. Explanation For the purposes of this sub-section, (i) benefit includes property, advantage, service, entertainment, the use of or access to property or facilities, and anything of benefit to a person whether or not it has any inherent or tangible value, purpose or attribute; (ii) organised crime syndicate"
111,Organised crime,"means a criminal organisation or group of three or more persons who, acting either singly or collectively in concert, as a syndicate, gang, mafia, or (crime) ring indulging in commission of one or more serious offences or involved in gang criminality, racketeering, and syndicated organised crime; (iii) continuing unlawful activity means an activity prohibited by law, which is a cognizable offence undertaken either singly or jointly, as a member of an organised crime syndicate or on behalf of such syndicate"
111,Organised crime,"in respect of which more than one charge-sheets have been filed before a competent court within the preceding period of ten years and that court has taken cognizance of such offence; (iv) economic offences include criminal breach of trust; forgery, counterfeiting of currency and valuable securities, financial scams, running Ponzi schemes, mass-marketing fraud or multi-level marketing schemes with a view to defraud the people at large for obtaining the monetary benefits or large scale organised betting in any form, offences"
111,Organised crime,"of money laundering and hawala transactions. (2) Whoever, attempts to commit or commits an offence of organised crime shall, (i) if such offence has resulted in the death of any person, be punishable with death or imprisonment for life and shall also be liable to fine which shall not be less than rupees ten lakhs; (ii) in any other case, be punishable with imprisonment for a term which shall not be less than five years but which may extend to"
111,Organised crime,"imprisonment for life and shall also be liable to fine which shall not be less than rupees five lakhs. (3) Whoever, conspires or organises the commission of an organised crime, or assists, facilitates or otherwise engages in any act preparatory to an organised crime, shall be punishable with imprisonment for a term which shall not be less than five years but which may extend to imprisonment for life and shall also be liable to fine which shall not be less"
111,Organised crime,"than rupees five lakhs. (4) Any person who is a member of an organised crime syndicate shall be punishable with imprisonment for a term which shall not be less than five years but which may extend to imprisonment for life and shall also be liable to fine which shall not be less than rupees five lakhs. (5) Whoever, intentionally harbours or conceals or attempts to harbour or conceal any person who has committed the offence of an organised crime or"
111,Organised crime,any member of an organised crime syndicate or believes that his act will encourage or assist the doing of such crime shall be punishable with imprisonment for a term which shall not be less than three years but which may extend to imprisonment for life and shall also be liable to fine which shall not be less than rupees five lakhs: Provided that this sub-section shall not apply to any case in which the harbour or concealment is by the
111,Organised crime,"spouse of the offender. (6) Whoever, holds any property derived, or obtained from the commission of an organised crime or proceeds of any organised crime or which has been acquired through the organised crime syndicate funds shall be punishable with imprisonment for a term which shall not be less than three years but which may extend to imprisonment for life and shall also be liable to fine which shall not be less than rupees two lakhs. (7) If any person"
111,Organised crime,"on behalf of a member of an organised crime syndicate is, or at any time has been in possession of movable or immovable property which he cannot satisfactorily account for, shall be punishable with imprisonment for a term which shall not be less than three years but which may extend to imprisonment for ten years and shall also be liable to fine which shall not be less than rupees one lakh and such property shall also be liable for attachment"
111,Organised crime,"and forfeiture. Explanation For the purposes of this section, proceeds of any organised crime means all kind of properties which have been derived or obtained from commission of any organised crime or have acquired through funds traceable to any organised crime and shall include cash, irrespective of person in whose name such proceeds are standing or in whose possession they are found. Example: Vijay, Rakesh and Amit together created a gang and kidnaped a child to demand ransom. Once caught,"
111,Organised crime,"all three were held guilty and imprisoned for 5 years, along with a monetary penalty."
112,Petty organised crime or organised in general,"Section 112 of the Bharatiya Nyaya Sanhita (BNS) deals with Petty Organized Crime. (1) Any crime that causes general feelings of insecurity among citizens relating to theft of vehicle or theft from vehicle, domestic and business theft, trick theft, cargo crime, theft (attempt to theft, theft of personal property) , organised pick pocketing, snatching, theft through shoplifting or card skimming and Automated Teller Machine thefts or procuring money in unlawful manner in public transport system or illegal selling of tickets"
112,Petty organised crime or organised in general,"and selling of public examination question papers and such other common forms of organised crime committed by organised criminal groups or gangs, shall constitute petty organised crimes and shall include the said crimes when committed by mobile organised crime groups or gangs that create network of contacts, anchor points, and logistical support among themselves to carry out number of offences in region over a period before moving on. (2) Whoever commits or attempts to commit any petty organised crime, under"
112,Petty organised crime or organised in general,"sub-section (1) shall be punished with imprisonment for a term which shall not be less than one year but which may extend to seven years, and shall also be liable to fine."
113,Offence of terrorist act,"Section 113 of the Bharatiya Nyaya Sanhita (BNS) defines and penalizes terrorist acts. (1) A person is said to have committed a terrorist act if he commits any act in India or in any foreign country with the intention to threaten the unity, integrity and security of India, to intimidate the general public or a segment thereof, or to disturb public order by doing an act, (i) using bombs, dynamite or any other explosive substance or inflammable material or firearms"
113,Offence of terrorist act,"or other lethal weapons or poison or noxious gases or other chemicals or any other substance (whether biological or otherwise) hazardous in nature in such a manner so as to create an atmosphere or spread a message of fear, to cause death or serious bodily harm to any person, or endangers a persons life; (ii) to cause damage or loss due to damage or destruction of property or disruption of any supplies or services essential to the life of the"
113,Offence of terrorist act,"community, destruction of a Government or public facility, public place or private property; (iii) to cause extensive interference with, damage or destruction to critical infrastructure; (iv) to provoke or influence by intimidation the Government or its organisation, in such a manner so as to cause or likely to cause death or injury to any public functionary or any person or an act of detaining any person and threatening to kill or injure such person in order to compel the Government"
113,Offence of terrorist act,"to do or abstain from doing any act, or destabilise or destroy the political, economic, or social structures of the country, or create a public emergency or undermine public safety; (v) included within the scope of any of the Treaties listed in the Second Schedule to the Unlawful Activities (Prevention) Act, 1967. (2) Whoever, attempts to commit or commits an offence of terrorist act shall, (i) if such offence has resulted in the death of any person, be punishable with"
113,Offence of terrorist act,"death or imprisonment for life without the benefit of parole, and shall also be liable to fine which shall not be less than rupees ten lakhs; (ii) in any other case, be punishable with imprisonment for a term which shall not be less than five years but which may extend to imprisonment for life, and shall also be liable to fine which shall not be less than rupees five lakhs. (3) Whoever, conspires, organises or causes to be organised any"
113,Offence of terrorist act,"organisation, association or a group of persons for terrorist acts, or assists, facilitates or otherwise conspires to engage in any act preparatory to any terrorist act, shall be punishable with imprisonment for a term which shall not be less than five years but which may extend to imprisonment for life, and shall also be liable to fine which shall not be less than rupees five lakhs. (4) Any person, who is a member of terrorist organisation, which is involved in"
113,Offence of terrorist act,"terrorist act, shall be punishable with imprisonment for a term which may extend to imprisonment for life, and shall also be liable to fine which shall not be less than rupees five lakhs. (5) Whoever, intentionally harbours or conceals or attempts to harbour or conceal any person who has committed an offence of any terrorist act shall be punishable with imprisonment for a term which shall not be less than three years but which may extend to imprisonment for life,"
113,Offence of terrorist act,"and shall also be liable to fine which shall not be less than rupees five lakh: Provided that this sub-section shall not apply to any case in which the harbour or concealment is by the spouse of the offender. (6) Whoever, holds any property directly or indirectly, derived or obtained from commission of terrorist act or proceeds of terrorism, or acquired through the terrorist fund, or possesses, provides, collects or uses property or funds or makes available property, funds or"
113,Offence of terrorist act,"financial service or other related services, by any means, to be used, in full or in part to carry out or facilitate the commission of any terrorist act, shall be punishable with imprisonment for a term which may extend to imprisonment for life and shall also be liable to fine which shall not be less than rupees five lakhs and such property shall also be liable for attachment and forfeiture. Explanation For the purposes of this section, (a) terrorist refers"
113,Offence of terrorist act,"to any person who (i) develops, manufactures, possesses, acquires, transports, supplies or uses weapons, explosives, or releases nuclear, radiological or other dangerous substance, or cause fire, floods or explosions; (ii) commits, or attempts, or conspires to commit terrorist acts by any means, directly or indirectly; (iii) participates, as a principal or as an accomplice, in terrorist acts; (b) the expression proceeds of terrorism shall have the same meaning as assigned to it in clause (g) of section 2 of the"
113,Offence of terrorist act,"Unlawful Activities (Prevention) Act, 1967; (c) terrorist organisation, association or a group of persons refers to any entity owned or controlled by any terrorist or group of terrorists that (i) commits, or attempts to commit, terrorist acts by any means, directly or indirectly; (ii) participates in acts of terrorism; (iii) prepares for terrorism; (iv) promotes terrorism; (v) organises or directs others to commit terrorism; (vi) contributes to the commission of terrorist acts by a group of persons acting with common"
113,Offence of terrorist act,"purpose of furthering the terrorist act where the contribution is made intentionally and with the aim of furthering the terrorist act or with the knowledge of the intention of the group to commit a terrorist act; or (vii) is otherwise involved in terrorism; or (viii) any organisation listed in the First Schedule to the Unlawful Activities (Prevention) Act, 1967 or an organisation operating under the same name as an organisation so listed."
114,Hurt ,"BNS Section 114 defines ""hurt"" as causing bodily pain, disease, or infirmity to another person. Whoever causes bodily pain, disease or infirmity to any person is said to cause hurt."
115,Voluntarily causing hurt,"Section 115 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with the offense of voluntarily causing hurt. It essentially defines and penalizes the act of intentionally or knowingly causing physical harm to another person. (1) Whoever does any act with the intention of thereby causing hurt to any person, or with the knowledge that he is likely thereby to cause hurt to any person, and does thereby cause hurt to any person, is said voluntarily to cause hurt. (2) Whoever,"
115,Voluntarily causing hurt,"except in the case provided for by sub- section (1) of section 120 voluntarily causes hurt, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine which may extend to ten thousand rupees, or with both. Example: Vijay throws a stone at Rakesh with the intention to cause him hurt. Vijay is guilty under Section 115."
116,Grievous hurt,"Section 116 of the Bharatiya Nyaya Sanhita (BNS) defines ""grievous hurt,"" outlining specific injuries that are considered serious and potentially life-altering. The following kinds of hurt only are designated as grievous, namely: (a) Emasculation. (b) Permanent privation of the sight of either eye. (c) Permanent privation of the hearing of either ear. (d) Privation of any member or joint. (e) Destruction or permanent impairing of the powers of any member or joint. (f) Permanent disfiguration of the head or face."
116,Grievous hurt,"(g) Fracture or dislocation of a bone or tooth. (h) Any hurt which endangers life or which causes the sufferer to be during the space of fifteen days in severe bodily pain, or unable to follow his ordinary pursuits."
117,Voluntarily causing grievous hurt,"Section 117 of the Bharatiya Nyaya Sanhita (BNS), which replaces the Indian Penal Code (IPC) Section 325, deals with voluntarily causing grievous hurt. (1) Whoever voluntarily causes hurt, if the hurt which he intends to cause or knows himself to be likely to cause is grievous hurt, and if the hurt which he causes is grievous hurt, is said voluntarily to cause grievous hurt. (2) Whoever, except in the case provided for by sub-section (3) , voluntarily causes grievous hurt,"
117,Voluntarily causing grievous hurt,"shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine. Explanation A person is not said voluntarily to cause grievous hurt except when he both causes grievous hurt and intends or knows himself to be likely to cause grievous hurt. But he is said voluntarily to cause grievous hurt, if intending or knowing himself to be likely to cause grievous hurt of one kind, he actually"
117,Voluntarily causing grievous hurt,"causes grievous hurt of another kind. Illustrations A, intending of knowing himself to be likely permanently to disfigure Zs face, gives Z a blow which does not permanently disfigure Zs face, but which causes Z to suffer severe bodily pain for the space of fifteen days. A has voluntarily caused grievous hurt. (3) Whoever commits an offence under sub-section (1) and in the course of such commission causes any hurt to a person which causes that person to be in"
117,Voluntarily causing grievous hurt,"permanent disability or in persistent vegetative state, shall be punished with rigorous imprisonment for a term which shall not be less than ten years but which may extend to imprisonment for life, which shall mean imprisonment for the remainder of that persons natural life. (4) When grievous hurt of a person is caused by a group of five or more persons on the ground of his, race, caste, sex, place of birth, language, personal belief or any other ground, each"
117,Voluntarily causing grievous hurt,"member of such group shall be guilty of the offence of causing grievous hurt, and shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine. Example: Vijay with the intention to cause grievous hurt to Rakesh, cuts off his leg. Vijay is guilty under this Section."
118,Voluntarily causing hurt or grievous hurt by dangerous weapons or means ,"BNS Section 118 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with voluntarily causing hurt or grievous hurt by dangerous weapons or means. (1) Whoever, except in the case provided for by sub-section (1) of section 120, voluntarily causes hurt by means of any instrument for shooting, stabbing or cutting, or any instrument which, used as a weapon of offence, is likely to cause death, or by means of fire or any heated substance, or by means of any poison"
118,Voluntarily causing hurt or grievous hurt by dangerous weapons or means ,"or any corrosive substance, or by means of any explosive substance or by means of any substance which it is deleterious to the human body to inhale, to swallow, or to receive into the blood, or by means of any animal, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine which may extend to twenty thousand rupees, or with both. (2) Whoever, except in the case provided for by"
118,Voluntarily causing hurt or grievous hurt by dangerous weapons or means ,"sub-section (2) of section 120, voluntarily causes grievous hurt by any means referred to in subsection (1) , shall be punished with imprisonment for life, or with imprisonment of either description for a term which shall not be less than one year but which may extend to ten years, and shall also be liable to fine."
119,"Voluntarily causing hurt or grievous hurt to extort property, or to constrain to an illegal to an act ","BNS Section 119 of the Bharatiya Nyaya Sanhita (BNS) addresses the offense of voluntarily causing hurt or grievous hurt to extort property or to compel someone to commit an illegal act. (1) Whoever voluntarily causes hurt, for the purpose of extorting from the sufferer, or from any person interested in the sufferer, any property or valuable security, or of constraining the sufferer or any person interested in such sufferer to do anything which is illegal or which may facilitate the"
119,"Voluntarily causing hurt or grievous hurt to extort property, or to constrain to an illegal to an act ","commission of an offence, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. (2) Whoever voluntarily causes grievous hurt for any purpose referred to in subsection (1) , shall be punished with imprisonment for life, or imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."
120,"Voluntarily causing hurt or grievous hurt to extort confession, or to compel restoration of property ","BNS section 120 pertains to the offense of voluntarily causing hurt or grievous hurt to extort a confession or to compel the restoration of property. (1) Whoever voluntarily causes hurt, for the purpose of extorting from the sufferer or from any person interested in the sufferer, any confession or any information which may lead to the detection of an offence or misconduct, or for the purpose of constraining the sufferer or any person interested in the sufferer to restore or"
120,"Voluntarily causing hurt or grievous hurt to extort confession, or to compel restoration of property ","to cause the restoration of any property or valuable security or to satisfy any claim or demand, or to give information which may lead to the restoration of any property or valuable security, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine. (2) Whoever voluntarily causes grievous hurt for any purpose referred to in subsection (1) , shall be punished with imprisonment of either description"
120,"Voluntarily causing hurt or grievous hurt to extort confession, or to compel restoration of property ","for a term which may extend to ten years, and shall also be liable to fine. Illustrations (a) A, a police-officer, tortures Z in order to induce Z to confess that he committed a crime. A is guilty of an offence under this section. (b) A, a police-officer, tortures B to induce him to point out where certain stolen property is deposited. A is guilty of an offence under this section. (c) A, a revenue officer, tortures Z in order"
120,"Voluntarily causing hurt or grievous hurt to extort confession, or to compel restoration of property ",to compel him to pay certain arrears of revenue due from Z. A is guilty of an offence under this section.
121,Voluntarily causing hurt or grievous hurt to deter public servant from his duty ,"BNS Section 121 deals with voluntarily causing hurt or grievous hurt to a public servant to deter them from performing their duty. (1) Whoever voluntarily causes hurt to any person being a public servant in the discharge of his duty as such public servant, or with intent to prevent or deter that person or any other public servant from discharging his duty as such public servant or in consequence of anything done or attempted to be done by that person"
